Experiment Name,Final Training Reward,Final Training Format Reward,Final Training Answer Reward,Final Validation Reward,Final Validation Format Reward,Final Validation Answer Reward,Max Training Reward,Max Validation Reward,Training Steps,Validation Count
masked_normalize,0.53125,0.66015625,0.53125,0.6163760424564063,0.9598180439727066,0.6163760424564063,0.734375,0.6535253980288097,100,11
masked_mean,0.7890625,0.80078125,0.7890625,0.576194086429113,0.915087187263078,0.576194086429113,0.84375,0.5913570887035633,100,11
