Experiment Name,Final Training Reward,Final Training Format Reward,Final Training Answer Reward,Final Validation Reward,Final Validation Format Reward,Final Validation Answer Reward,Max Training Reward,Max Validation Reward,Training Steps,Validation Count
use_std_normalize,0.53125,0.66015625,0.53125,0.6163760424564063,0.9598180439727066,0.6163760424564063,0.734375,0.6535253980288097,100,11
no_std_normalize,0.80078125,0.875,0.80078125,0.7119029567854435,0.9818043972706596,0.7119029567854435,0.921875,0.7338893100833965,100,11
