step,train_reward,train_format_reward,train_answer_reward,train_loss,gradient_norm,token_entropy,clip_fraction,learning_rate
0,0.03125,0.21484375,0.03125,-0.0013558978207584005,0.1374700482312332,1.764404296875,0.0,2e-05
1,0.08203125,0.6328125,0.08203125,-0.00026796888414537534,1.0006367293877945,1.70849609375,0.0,4e-05
2,0.0625,0.8046875,0.0625,-0.000632669594779145,1.0002780087524992,1.7294921875,0.0,6e-05
3,0.1796875,0.8046875,0.1796875,-0.00018387293494015466,0.997839123118234,1.7080078125,0.0,8e-05
4,0.37890625,0.91796875,0.37890625,-0.00241553428259067,0.99950841587705,1.675048828125,0.0,0.0001
5,0.5390625,0.83984375,0.5390625,-0.0035647200820676517,0.9516783539757648,1.540771484375,0.0,9.997539658034168e-05
6,0.5078125,0.8984375,0.5078125,-0.0013440921575238463,0.9983960845006266,1.578857421875,0.0,9.990161322484486e-05
7,0.125,0.41015625,0.125,0.0007986218643054599,0.9983414973859539,1.5550537109375,0.0,9.977873061452552e-05
8,0.05078125,0.13671875,0.05078125,-0.001905676939713885,1.0000080099477855,1.32861328125,0.0,9.96068831197139e-05
9,0.078125,0.21484375,0.078125,-0.005765071204223204,0.9985932841073474,1.4638671875,0.0,9.938625865312251e-05
10,0.30859375,0.55859375,0.30859375,-0.017826005994720617,1.0013296008315387,1.523681640625,0.0,9.911709846436643e-05
11,0.38671875,0.71484375,0.38671875,-0.054784954627393745,0.9981846734380304,2.126220703125,0.0,9.879969687616027e-05
12,0.25390625,0.578125,0.25390625,-0.055309303308604285,0.9965022360602607,1.868408203125,0.0,9.843440096248069e-05
13,0.13671875,0.3203125,0.13671875,-0.04031611711252481,0.9981882667110589,1.279541015625,0.0,9.80216101690461e-05
14,0.0234375,0.03515625,0.0234375,-0.0173945773858577,1.0012805515776841,0.7340850830078125,0.0,9.756177587652856e-05
15,0.0,0.0,0.0,0.0,0.0,0.84063720703125,0.0,9.705540090697575e-05
16,0.0,0.0,0.0,0.0,0.0,1.4296875,0.0,9.650303897398232e-05
17,0.0,0.0,0.0,0.0,0.0,0.430419921875,0.0,9.590529407721231e-05
18,0.0,0.0,0.0,0.0,0.0,0.57049560546875,0.0,9.526281984193436e-05
19,0.0,0.0,0.0,0.0,0.0,0.60638427734375,0.0,9.4576318804292e-05
20,0.0,0.0,0.0,0.0,0.0,0.36285400390625,0.0,9.384654164309083e-05
21,0.0,0.0,0.0,0.0,0.0,0.339508056640625,0.0,9.307428635894209e-05
