step,train_reward,train_format_reward,train_answer_reward,train_loss,gradient_norm,token_entropy,clip_fraction,learning_rate
0,0.02734375,0.203125,0.02734375,0.00018231591639050748,0.04075962709899885,1.775390625,0.0,1e-05
1,0.2734375,0.67578125,0.2734375,0.002103904322211747,0.9982982417058774,1.5667724609375,0.0,2e-05
2,0.30078125,0.6875,0.30078125,0.0025058297514988226,0.9991665556120712,1.602294921875,0.0,3e-05
3,0.37890625,0.7265625,0.37890625,0.002848238187652896,0.3850106214649071,1.604248046875,0.0,4e-05
4,0.4453125,0.86328125,0.4453125,0.003215223065126338,0.26372577907052813,1.710205078125,0.0,5e-05
5,0.3046875,0.90625,0.3046875,0.0026032573168777162,0.20262158527024948,1.772216796875,0.0,4.998769829017084e-05
6,0.2890625,0.87890625,0.2890625,0.00334451292110316,0.21366912866948357,1.617431640625,0.0,4.995080661242243e-05
7,0.33984375,0.91015625,0.33984375,0.0035947719916293863,0.23493326238410103,1.837890625,0.0,4.988936530726276e-05
8,0.2421875,0.859375,0.2421875,0.0023848211822041776,0.1745351403229331,1.854736328125,0.0,4.980344155985695e-05
9,0.3046875,0.8828125,0.3046875,0.003442629857090651,0.19686622843082366,1.8203125,0.0,4.9693129326561254e-05
10,0.33984375,0.91015625,0.33984375,0.0037955518091621343,0.20636757113534634,1.841796875,0.0,4.9558549232183214e-05
11,0.453125,0.90234375,0.453125,0.004786509151017526,0.2328977738730049,1.83349609375,0.0,4.939984843808013e-05
12,0.3984375,0.90234375,0.3984375,0.003957548393373145,0.23540127112444123,1.810791015625,0.0,4.9217200481240346e-05
13,0.46484375,0.9296875,0.46484375,0.005311740701472445,0.2558321382715135,1.83056640625,0.0,4.901080508452305e-05
14,0.52734375,0.953125,0.52734375,0.005398930535193358,0.2653325390990112,1.81103515625,0.0,4.878088793826428e-05
15,0.5078125,0.9453125,0.5078125,0.004895423126072274,0.24735220061007585,1.80322265625,0.0,4.8527700453487873e-05
16,0.3828125,0.9296875,0.3828125,0.004512120442086598,0.24222557374767542,1.818115234375,0.0,4.825151948699116e-05
17,0.546875,0.94921875,0.546875,0.005498556463862769,0.25935219938648185,1.826416015625,0.0,4.795264703860616e-05
18,0.3671875,0.96484375,0.3671875,0.00362334621604532,0.20469960892386593,1.501708984375,0.0,4.763140992096718e-05
19,0.46875,0.98046875,0.46875,0.004762596403452335,0.2487460573849838,1.45166015625,0.0,4.7288159402146e-05
20,0.5234375,0.9765625,0.5234375,0.005576830675636302,0.2560860151553853,1.4306640625,0.0,4.692327082154542e-05
21,0.41796875,0.984375,0.41796875,0.004467912771360716,0.24771044148349544,1.40185546875,0.0,4.6537143179471045e-05
22,0.47265625,0.9609375,0.47265625,0.004878299059782876,0.25035455504246235,1.82470703125,0.0,4.6130198700830455e-05
23,0.53125,0.953125,0.53125,0.005729329197492916,0.25823955957559086,1.55712890625,0.0,4.570288237343632e-05
24,0.484375,0.96484375,0.484375,0.00550119884974265,0.2880867196678347,1.84228515625,0.0,4.525566146141886e-05
25,0.453125,0.93359375,0.453125,0.005058247334090993,0.2781690827647537,1.835693359375,0.0,4.478902499427933e-05
26,0.4921875,0.97265625,0.4921875,0.0070400976819655625,0.27168316060507974,1.466064453125,0.0,4.430348323214347e-05
27,0.41015625,0.95703125,0.41015625,0.004962970184351434,0.2487144026784185,1.53173828125,0.0,4.379956710779951e-05
28,0.5625,0.96875,0.5625,0.007303097376279766,0.27057235396701373,1.8251953125,0.0,4.327782764613099e-05
29,0.56640625,0.96875,0.56640625,0.006440487693907926,0.25980488685437675,1.581298828125,0.0,4.273883536157918e-05
30,0.5625,0.94140625,0.5625,0.0072718351239018375,0.2787462369735296,1.81689453125,0.0,4.2183179634293794e-05
31,0.58203125,0.94921875,0.58203125,0.006273399445490213,0.2634834767876489,1.820556640625,0.0,4.1611468065654586e-05
32,0.6796875,0.9765625,0.6796875,0.007813471887402557,0.31094515482990803,1.8359375,0.0,4.1024325813868065e-05
33,0.59375,0.91796875,0.59375,0.006332482071229606,0.24354619219932058,1.800048828125,0.0,4.0422394910366236e-05
34,0.578125,0.9453125,0.578125,0.005921029296587221,0.26862825953573427,1.5810546875,0.0,3.980633355775461e-05
35,0.6171875,0.94140625,0.6171875,0.006826793083746452,0.2886466126021532,1.72119140625,0.0,3.917681541007734e-05
36,0.515625,0.94921875,0.515625,0.00601546455436619,0.26860821939567825,1.8359375,0.0,3.853452883618644e-05
37,0.59375,0.9296875,0.59375,0.006639160907070618,0.2985415668256559,1.654052734375,0.0,3.788017616702048e-05
38,0.515625,0.91796875,0.515625,0.0050853022330557,0.22530316677440052,1.798095703125,0.0,3.721447292761609e-05
39,0.67578125,0.96484375,0.67578125,0.006526567551190965,0.3229271608367373,1.797607421875,0.0,3.6538147054691817e-05
40,0.671875,0.93359375,0.671875,0.007191607463028049,0.2998019751407986,1.82666015625,0.0,3.5851938100659964e-05
41,0.6484375,0.96484375,0.6484375,0.006889231328386813,0.27517002342172175,1.390625,0.0,3.515659642493697e-05
42,0.7421875,0.97265625,0.7421875,0.008353339146196959,0.29576407923977865,1.398681640625,0.0,3.445288237343632e-05
43,0.5859375,0.95703125,0.5859375,0.0067995286772202235,0.27879746474994443,1.811767578125,0.0,3.37415654471415e-05
44,0.64453125,0.953125,0.64453125,0.007308887454200885,0.2744043024420253,1.563720703125,0.0,3.3023423460667985e-05
45,0.6953125,0.96875,0.6953125,0.007151615995098837,0.29996911676813154,1.80224609375,0.0,3.229924169173431e-05
46,0.66015625,0.9765625,0.66015625,0.007815303706593113,0.29571911682393015,1.82763671875,0.0,3.156981202247248e-05
47,0.68359375,0.953125,0.68359375,0.007498562208638759,0.2988507223074295,1.454833984375,0.0,3.0835932073516444e-05
48,0.5859375,0.96484375,0.5859375,0.006716762198266224,0.26669726806009403,1.645751953125,0.0,3.0098404331815695e-05
49,0.6640625,0.9765625,0.6640625,0.007683104093302973,0.2817718805434495,1.407958984375,0.0,2.9358035273127483e-05
50,0.6796875,0.96875,0.6796875,0.008539188969734823,0.29549965498112557,1.61328125,0.0,2.86156344801475e-05
51,0.671875,0.96875,0.671875,0.008674504846567288,0.27873211907737144,1.806884765625,0.0,2.787201375724307e-05
52,0.59765625,0.96484375,0.59765625,0.006963575899135321,0.2545611054228977,1.82470703125,0.0,2.7127986242756936e-05
53,0.63671875,0.9765625,0.63671875,0.00840579057148716,0.29449834283434995,1.8037109375,0.0,2.6384365519852497e-05
54,0.64453125,0.9609375,0.64453125,0.008217587292165263,0.29922866474980153,1.65625,0.0,2.5641964726872526e-05
55,0.6484375,0.953125,0.6484375,0.007265653297508834,0.262759771649499,1.78125,0.0,2.4901595668184314e-05
56,0.59765625,0.98828125,0.59765625,0.007808883070538286,0.28066561230485393,1.798583984375,0.0,2.4164067926483555e-05
57,0.640625,0.96875,0.640625,0.008596238913014531,0.2744039518945137,1.821044921875,0.0,2.3430187977527533e-05
58,0.65625,0.9765625,0.65625,0.007222450756671606,0.23737004689006364,1.5556640625,0.0,2.27007583082657e-05
59,0.66015625,0.9765625,0.66015625,0.008159490709658712,0.27554835653234777,1.792236328125,0.0,2.197657653933202e-05
60,0.56640625,0.96484375,0.56640625,0.006288193832915567,0.23422406775212845,1.77587890625,0.0,2.1258434552858502e-05
61,0.5546875,0.97265625,0.5546875,0.006819522714067716,0.258657759458129,1.803955078125,0.0,2.0547117626563686e-05
62,0.5859375,0.96875,0.5859375,0.007273687326232903,0.27810955420459643,1.4169921875,0.0,1.9843403575063033e-05
63,0.6171875,0.96875,0.6171875,0.008158156808349304,0.26491366053601323,1.647216796875,0.0,1.914806189934003e-05
64,0.6171875,0.96875,0.6171875,0.007731426554528298,0.2694166136388821,1.802978515625,0.0,1.8461852945308192e-05
65,0.69921875,0.98046875,0.69921875,0.009531964453344699,0.329767689803279,1.405517578125,0.0,1.7785527072383914e-05
66,0.625,0.96875,0.625,0.008258423193183262,0.27949622886497827,1.51806640625,0.0,1.711982383297953e-05
67,0.65625,0.98828125,0.65625,0.007743056065010023,0.28081433965378616,1.65771484375,0.0,1.6465471163813574e-05
68,0.63671875,0.9765625,0.63671875,0.007538941656093812,0.2583428411316319,1.782470703125,0.0,1.5823184589922667e-05
69,0.71484375,0.98046875,0.71484375,0.00840595885165385,0.2828909315258895,1.7998046875,0.0,1.5193666442245399e-05
70,0.62890625,0.97265625,0.62890625,0.007724524446530268,0.26891999645155346,1.47119140625,0.0,1.457760508963377e-05
